date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:18:41	128439/128439	---M--	200	added ('OK')	image/jpeg	etag:%22d9f70b9d466d51:0%22	https://grandetest.com/theme/edumy-html/images/home/2.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/home/2.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:41	30487/30487	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Sep%202019%2006:06:16%20GMT	https://grandetest.com/theme/edumy-html/page-contact.html	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/page-contact.html	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:42	117786/117786	---M--	200	added ('OK')	image/jpeg	etag:%229c87b3b8d466d51:0%22	https://grandetest.com/theme/edumy-html/images/home/3.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/home/3.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:42	1318/1318	---M--	200	added ('OK')	image/png	etag:%2242bbc1a8d466d51:0%22	https://grandetest.com/theme/edumy-html/images/home/hicon1.png	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/home/hicon1.png	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:42	366/366	---M--	200	added ('OK')	image/png	etag:%225d8b8a6d466d51:0%22	https://grandetest.com/theme/edumy-html/images/home/hicon2.png	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/home/hicon2.png	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:42	1450/1450	---M--	200	added ('OK')	image/png	etag:%22b56ad2a8d466d51:0%22	https://grandetest.com/theme/edumy-html/images/home/hicon3.png	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/home/hicon3.png	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:42	1528/1528	---M--	200	added ('OK')	image/png	etag:%221efffa8d466d51:0%22	https://grandetest.com/theme/edumy-html/images/home/hicon4.png	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/home/hicon4.png	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:43	24413/24413	---M--	200	added ('OK')	image/jpeg	etag:%22116a3cafd466d51:0%22	https://grandetest.com/theme/edumy-html/images/courses/1.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/courses/1.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:43	24675/24675	---M--	200	added ('OK')	image/jpeg	etag:%22fb8540afd466d51:0%22	https://grandetest.com/theme/edumy-html/images/courses/2.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/courses/2.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:43	29339/29339	---M--	200	added ('OK')	image/jpeg	etag:%22e2f722b0d466d51:0%22	https://grandetest.com/theme/edumy-html/images/courses/3.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/courses/3.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:43	10655/10655	---M--	200	added ('OK')	image/jpeg	etag:%22674aefadd466d51:0%22	https://grandetest.com/theme/edumy-html/images/courses/4.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/courses/4.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:44	16543/16543	---M--	200	added ('OK')	image/jpeg	etag:%22f5c44aed466d51:0%22	https://grandetest.com/theme/edumy-html/images/courses/5.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/courses/5.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:44	20149/20149	---M--	200	added ('OK')	image/jpeg	etag:%22bcdd2aed466d51:0%22	https://grandetest.com/theme/edumy-html/images/courses/6.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/courses/6.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:44	21709/21709	---M--	200	added ('OK')	image/jpeg	etag:%2239defdaed466d51:0%22	https://grandetest.com/theme/edumy-html/images/courses/7.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/courses/7.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
09:18:44	9817/9817	---M--	200	added ('OK')	image/jpeg	etag:%22a322a9add466d51:0%22	https://grandetest.com/theme/edumy-html/images/courses/8.jpg	C:/Users/dungh/OneDrive/Desktop/themenew/grandetest.com/theme/edumy-html/images/courses/8.jpg	(from https://grandetest.com/theme/edumy-html/index.html)
